Texture,Moisture (%),Organic Matter (%),pH,Electrical Conductivity (dS/m),Soil Quality,Industrial Use
Clayey,26.663660547875267,4.534599190264378,6.286189211081863,1.9316553560636247,Good,Brick Manufacturing
Sandy Loam,25.826275490323887,1.9652271212053671,5.738496907017669,0.11636505406574014,Bad,Not Suitable
Clayey,26.339095374823195,4.062911427901408,7.996833344403393,0.6504767212006197,Good,Biogas Production
Sandy Loam,18.61487454047797,1.685012634203237,6.6723668173636055,1.092099059181016,Bad,Not Suitable
Sandy,25.972200396043533,3.4557549917943278,7.114398619890379,0.18067408185767808,Bad,Not Suitable
Sandy,26.024583890799075,1.5458743165144977,6.366390161564207,0.8819730270736732,Bad,Not Suitable
Sandy Loam,24.881470798567403,2.99298921411662,5.836362497723211,1.294943529187965,Bad,Not Suitable
Clayey,22.20565258268597,2.4494815512997627,7.024894469948609,0.9578908237142901,Good,Brick Manufacturing
Loamy,11.42617584771515,4.615324632349995,7.704497064919124,0.3804929084650227,Good,Biogas Production
Sandy,11.637561350790033,3.3105098791973315,6.681467618821008,1.0281464191194774,Good,Construction
Loamy,11.417454485374716,1.199970394175116,5.575796046041088,1.4828542901240565,Bad,Not Suitable
Loamy,19.74528993010677,3.604637791401694,6.930627893457929,0.989492313449922,Good,Land Reclamation
Sandy,17.88934433212507,4.147550657963546,7.8550218337633275,1.601949014664866,Bad,Not Suitable
Clayey,25.876936793544612,3.2675037076507536,5.733093634827117,1.739342525068708,Bad,Not Suitable
Loamy,27.26928272701448,3.409086705987911,7.549037319596836,1.3539451987878754,Good,Biogas Production
Sandy Loam,20.674799192022224,3.0013599993439763,6.478933573039454,0.7646771298520715,Bad,Not Suitable
Sandy Loam,23.77090501846262,1.5355234415895853,7.381347697015819,0.8989849358915095,Bad,Not Suitable
Sandy,10.068775747064258,1.1981472379946663,6.9588202239303945,0.974459897557681,Good,Construction
Clayey,26.84463943932936,4.374284789494315,6.8225570970879215,1.598982921571647,Good,Brick Manufacturing
Clayey,18.601380951658577,4.81051170699789,7.691817572555895,1.1921200671465741,Good,Biogas Production
Loamy,27.358067200716714,3.743707062170072,6.594649038987878,0.9718814081660538,Good,Land Reclamation
Loamy,17.43102891447745,2.0479765750524708,6.2315979543127575,1.191861127776465,Bad,Not Suitable
Sandy Loam,25.261623396330187,3.1693092418003603,5.976517221058046,1.2571484695172703,Bad,Not Suitable
Clayey,21.666979658843474,2.1549174653047487,6.782824802873094,0.9965176733639588,Good,Brick Manufacturing
Loamy,24.899958844289618,2.9098071541493082,7.862478813397463,0.5184805784608564,Bad,Not Suitable
Sandy,20.796006321510507,1.1843883113314866,7.883150032203389,0.29295128864823905,Bad,Not Suitable
Clayey,28.145842124424437,3.7005942297991967,7.589990827530235,1.5885618697085468,Good,Biogas Production
Loamy,12.636994734119877,4.080200900931932,7.24560698513314,0.7813553611803546,Good,Land Reclamation
Sandy Loam,26.708327134797578,2.5012714223520742,6.494853070411143,1.1361085634654293,Bad,Not Suitable
Loamy,13.76136763531282,3.691459966487787,5.603448896745377,0.7675843030479603,Bad,Not Suitable
Clayey,18.678829099761458,3.5061725555764816,7.168454933247657,1.2116910293160092,Good,Biogas Production
Clayey,24.98900333936789,3.039271255005094,7.34857355499822,1.3480405328827716,Good,Brick Manufacturing
Clayey,22.544244611117215,1.1376742686423076,6.650493099830456,1.2597520151867938,Good,Brick Manufacturing
Sandy,11.517607872281342,3.4668398428801703,5.536773003893712,0.5156765900311557,Bad,Not Suitable
Clayey,29.132563354399505,2.2318027867631414,7.585828484577609,1.8892952149676463,Bad,Not Suitable
Clayey,23.648867617911154,1.5177355605093052,5.535796339668412,1.8045543992749489,Bad,Not Suitable
Sandy,24.92936263972335,2.9036072468873786,6.710200448158767,0.2628232482850704,Bad,Not Suitable
Clayey,17.57413706067799,2.6059699823329385,7.227671545178745,1.8249162193583999,Bad,Not Suitable
Sandy,28.740441752186463,1.4229230368109023,7.11864724572353,0.5417756882981013,Bad,Not Suitable
Sandy Loam,28.36599674826369,3.6939188871411313,5.7331931124644955,1.8786503698915564,Bad,Not Suitable
Loamy,13.14089815542699,2.9710936401508143,7.563330281619388,0.5689766581901228,Bad,Not Suitable
Loamy,16.104014286256998,1.8059396202359603,6.50572346156634,0.10448542368706286,Bad,Not Suitable
Sandy Loam,26.185701428250944,3.5649614242298866,6.217744609274529,0.4690345718365896,Bad,Not Suitable
Clayey,24.753362912000533,4.152077813522085,5.7321401969123835,1.5797277542002113,Bad,Not Suitable
Loamy,22.30671341614295,3.54390269289457,7.003685400341613,1.6820660474817886,Good,Land Reclamation
Sandy Loam,20.875506026479428,4.959267458773468,7.616606858750395,0.9385254678715786,Bad,Not Suitable
Sandy,28.061291529792484,1.4686032649674576,7.628458425769774,1.1522340491656071,Bad,Not Suitable
Loamy,28.827375365056202,4.197641774540726,5.774924029371719,1.6032305351089378,Bad,Not Suitable
Sandy Loam,16.500248537596338,1.5073752722192304,6.560239119404383,0.3376435163441969,Bad,Not Suitable
Sandy,26.059150708594192,3.426457216508944,5.565466378439485,0.17323251930755632,Bad,Not Suitable
Sandy,24.090273171388706,1.0050920888450041,6.458244843951132,1.5470257247522132,Bad,Not Suitable
Sandy Loam,13.943135137863363,2.4524176005252114,7.854720085375201,0.7837575710821877,Bad,Not Suitable
Loamy,21.985384856501046,2.1768065206026783,6.5848130946139465,1.186933744876732,Bad,Not Suitable
Loamy,20.01278648751891,2.5797598950144853,5.664324470261017,1.8636408988816076,Bad,Not Suitable
Sandy,16.049653445940937,3.726359053840755,6.906830237490774,1.4757451127639392,Bad,Not Suitable
Clayey,16.432442477058643,4.962399840505245,7.336890586683522,0.902159114041085,Good,Biogas Production
Clayey,18.306475601797544,4.960609637095867,6.35173027853249,0.2766755982668646,Bad,Not Suitable
Clayey,29.74618459138017,2.783902563632315,6.6393240371705415,0.9887522190941999,Good,Brick Manufacturing
Loamy,11.772485862436135,3.2691120699635703,6.689096068307463,0.24822040256761818,Good,Land Reclamation
Sandy Loam,11.735594681831609,3.1325616477502396,7.998080898377318,1.3850415461971577,Bad,Not Suitable
Clayey,29.822635958496342,1.9228523166397244,7.596515522604674,0.26944040775793343,Bad,Not Suitable
Sandy,29.257531494315636,1.936744147276153,6.258195830879393,1.0592328360934207,Bad,Not Suitable
Loamy,19.74170089590123,4.321380454137132,6.622536019365546,0.675563397799693,Good,Land Reclamation
Sandy,28.681245407350893,2.231595958291248,7.58904642039259,1.696601206690528,Bad,Not Suitable
Sandy,29.892510942616685,2.516431131280415,6.1607627139584045,1.7959333527566983,Bad,Not Suitable
Loamy,21.44567269337852,4.163042472278622,7.320297724960278,1.883048305556111,Good,Land Reclamation
Loamy,14.395838375968905,2.677682796723613,7.4242880812847885,1.3544409829466602,Good,Land Reclamation
Sandy Loam,22.78936216581251,2.5904553882500294,7.419913567987074,1.446461179328045,Bad,Not Suitable
Sandy Loam,17.469977473012577,4.956921617710459,5.852921824266353,1.8893339577149466,Bad,Not Suitable
Sandy,25.50198973080821,1.002403811602702,7.238423049965179,1.72272685519199,Bad,Not Suitable
Sandy Loam,22.121149222903824,2.060185209372496,5.620161620699805,1.4045916919629597,Bad,Not Suitable
Clayey,23.28088222136384,2.4529337382882943,6.658895402532499,1.569632868834459,Good,Brick Manufacturing
Sandy,28.054840423099105,4.481402740820041,6.017003177152844,1.121825660684978,Bad,Not Suitable
Clayey,10.208512965057109,2.947987623227147,5.813385309683814,1.7864748849505239,Bad,Not Suitable
Loamy,11.388687255540088,3.6562979075935234,7.677061945747907,1.4399911818360387,Good,Biogas Production
Clayey,13.287719998951669,3.172667161557678,6.083280495681065,1.1515961108236439,Bad,Not Suitable
Loamy,19.75446561594333,3.189349443901545,6.3526861305036135,0.28622304724266423,Good,Land Reclamation
Loamy,10.899627818771458,4.035757085527562,6.586471496889897,1.0943214806321622,Good,Land Reclamation
Sandy,25.374506149249683,1.7435828215602056,7.887349337755808,1.7827461350724443,Bad,Not Suitable
Sandy,24.234190218600496,4.3163527397764785,7.989003264530876,0.6885616982914282,Bad,Not Suitable
Clayey,14.816049081292778,3.1290715526468786,6.70548030450362,0.24461003048571375,Good,Biogas Production
Sandy Loam,18.067822339684113,2.06695101285845,7.252770863508337,1.7720968288538204,Bad,Not Suitable
Sandy,14.73703562918808,2.9614950779828746,6.4632436160079125,0.5366907216732993,Good,Construction
Clayey,10.155102394331765,3.107828983841547,7.277358941675547,0.5063141294760778,Good,Biogas Production
Sandy,18.86540470463242,2.167707013003068,7.652267722126545,1.6574971342130627,Bad,Not Suitable
Loamy,18.021075584471845,3.812704420770806,7.006157212772016,0.6809097298584882,Good,Land Reclamation
Loamy,18.3600743808004,3.2482134459229903,6.790852618380938,1.2550658909993615,Good,Land Reclamation
Sandy,23.93472861267203,3.753175106587181,6.61175566759352,0.672438936509403,Bad,Not Suitable
Sandy,28.602264101479932,2.85507586766315,5.701326712912465,0.5783638960525291,Bad,Not Suitable
Sandy Loam,27.655598436157984,2.5570285805258592,7.503611201046011,1.6559562089125108,Bad,Not Suitable
Loamy,25.03195333983727,3.5686017322828327,7.514537470216176,0.1181509370356478,Good,Biogas Production
Sandy Loam,15.135512137573379,4.343871654335416,6.014869988512823,0.6819475505010658,Bad,Not Suitable
Clayey,20.79899524370878,1.9266648285123784,7.527942576060129,0.5159505828505346,Bad,Not Suitable
Sandy Loam,10.017991893655523,3.5209552611231096,6.714790865500222,0.7932771527285417,Average,Glass Making
Clayey,16.079753879277593,3.1248496568095177,6.059786421692694,0.7226576820180738,Bad,Not Suitable
Sandy,17.214142303820765,2.843710352734659,7.01069782139615,1.3648331104970683,Bad,Not Suitable
Sandy,13.71259611438987,1.2585868556486033,7.547563390442537,1.3485083654928234,Bad,Not Suitable
Sandy Loam,28.510973954232867,2.5229666390431515,7.900900809278834,0.8510271906166792,Bad,Not Suitable
Sandy,13.803117328016889,4.874777516620193,5.917143674421626,0.31579011106405597,Bad,Not Suitable
Sandy,20.82785141852704,4.00837167083993,7.306029303546798,1.6139170241806529,Bad,Not Suitable
Loamy,29.698723282807016,4.91991151944409,5.986850038335854,0.24194914128403183,Bad,Not Suitable
Loamy,20.320816256573444,4.978885643875261,6.519195560982468,1.863551864804944,Good,Land Reclamation
Sandy Loam,19.28068934572493,1.4994831001264561,6.601093398191807,0.29849043659559016,Bad,Not Suitable
Clayey,29.082474264827994,3.9489168068753466,6.152618068797735,1.9890737349634198,Good,Brick Manufacturing
Clayey,27.924283314075527,4.687186540674432,7.416448901686922,1.1315336942220977,Good,Brick Manufacturing
Loamy,20.03490176810896,3.394202705731236,6.483063462582906,1.0839738150177975,Good,Land Reclamation
Loamy,11.887516597261794,1.662685927377611,5.986763137370082,0.1967698643005124,Bad,Not Suitable
Clayey,29.161864109514227,4.2071733002008305,5.762984698493643,0.5856588632186885,Bad,Not Suitable
Clayey,25.804367582966236,4.786555320982597,5.994729612831596,1.2261200417297233,Bad,Not Suitable
Sandy Loam,18.690119331828672,2.6145449193571557,6.538317081155974,0.8356704654098258,Bad,Not Suitable
Clayey,17.783816364433953,2.9111725587377273,7.707039480815935,0.9945016806123023,Bad,Not Suitable
Sandy,11.23661712791915,1.1691763415096674,5.538435160008341,0.8733266792455422,Bad,Not Suitable
Clayey,10.454406209005686,4.091618167215797,5.955818042670817,0.8643231725353537,Bad,Not Suitable
Loamy,22.618041567375787,2.943203557646762,6.302180466669851,0.20778594538329992,Good,Land Reclamation
Sandy,15.947522880768037,2.0816320394579035,6.917297656147452,1.7394308525036941,Bad,Not Suitable
Clayey,27.76012781483551,1.700999842687252,6.320434766717531,1.6293280100607188,Good,Brick Manufacturing
Loamy,14.591032274919783,1.5154315264656204,7.475921772249267,1.379076309941815,Bad,Not Suitable
Loamy,11.221464487937396,4.675364964945442,7.601330813725566,0.35283170870797564,Good,Biogas Production
Sandy Loam,28.19500975640714,4.718840387989804,5.702028186417049,0.5646719109128432,Bad,Not Suitable
Clayey,24.232763433097382,3.293578887656728,5.516376884248527,1.320859942337583,Bad,Not Suitable
Loamy,16.110176265719588,4.103747453079815,5.935937449444708,1.2116385654073671,Bad,Not Suitable
Sandy,19.23663620976309,3.8230471919054865,7.954472320728864,0.8518077231604813,Bad,Not Suitable
Loamy,16.20380594695462,1.706193599801797,6.6231255460479606,0.8078132302756418,Bad,Not Suitable
Sandy Loam,14.01578359311724,4.998235968688595,7.4352028649159285,1.717071437242928,Bad,Not Suitable
Clayey,26.144507199933933,2.887697305170525,5.81499673776602,1.2477609435386519,Bad,Not Suitable
Sandy,10.567586865807193,2.075901241743401,7.119280955858303,1.7494174175070882,Bad,Not Suitable
Sandy Loam,22.21215842955658,2.448086738179106,6.8908598720792975,1.3746407212299219,Bad,Not Suitable
Sandy,19.032347424155382,2.7390799113842,5.714852792366668,0.24592517477923143,Bad,Not Suitable
Loamy,18.68075003659977,3.1856234812107584,6.338902203004108,0.7977186483119059,Good,Land Reclamation
Sandy Loam,13.23133640254124,1.0996791458807285,7.56373272256903,0.5476376587750319,Bad,Not Suitable
Clayey,13.716841921261269,3.477945171053855,7.29180784952114,1.5741479294292295,Good,Biogas Production
Sandy,16.04619259666105,2.0974825427438746,7.709042324090322,1.533705530480042,Bad,Not Suitable
Sandy,28.105404369443725,2.3537881550193216,7.710421342893683,1.6592786335393415,Bad,Not Suitable
Clayey,20.208555834108616,2.2131725362304633,6.967952902610003,0.7154993220039131,Good,Brick Manufacturing
Sandy,24.634046681338468,4.116076944944211,6.257418184269426,0.17829204797716142,Bad,Not Suitable
Sandy,10.183496708753697,2.720366747531875,6.781295596647288,1.338938303239766,Good,Construction
Sandy,21.38851160342451,4.898696727155016,5.567485981541643,1.573271748896583,Bad,Not Suitable
Loamy,20.73499085554583,3.1811419968293415,6.102112618062255,0.8625849837362641,Good,Land Reclamation
Sandy Loam,26.164647558837583,4.194424597796779,6.870819282574132,1.5374384404479058,Bad,Not Suitable
Clayey,25.829511898861547,2.5237537785073467,6.305444665561284,1.2744160977164258,Good,Brick Manufacturing
Sandy,11.465647905682113,3.4327246137772747,7.60093473338567,0.9714341017358347,Bad,Not Suitable
Sandy Loam,23.26195810015517,3.7700646422753543,6.563515636584437,1.6345203282378065,Bad,Not Suitable
Loamy,12.826972194832432,4.203387973615174,6.074644655179036,1.2010326629527457,Good,Land Reclamation
Loamy,17.503559814902268,3.137224000623112,6.554252493232179,0.7128463832136107,Good,Land Reclamation
Clayey,13.894199150168731,2.9075414646994973,6.490530527606555,0.9122457870300091,Bad,Not Suitable
Sandy,27.88166346723871,1.247738965243974,5.887855424467028,1.9869854590683116,Bad,Not Suitable
Clayey,12.722509734258873,4.538437643578395,7.684971923053206,1.5022097423093352,Good,Biogas Production
Loamy,14.282999461080765,1.6242648373375816,6.866236419796616,0.3672690926063199,Bad,Not Suitable
Sandy,22.43399364018948,4.594881570356447,6.364881131373918,1.3708577344623898,Bad,Not Suitable
Clayey,14.38307187809375,3.2619415358789308,7.720348538639545,0.33408921289017995,Good,Biogas Production
Sandy Loam,20.804176370092442,3.68483700054277,7.3551220030727045,1.421185751767468,Bad,Not Suitable
Clayey,19.59363531564437,4.46763529929771,7.909482188566116,1.460820012417116,Good,Biogas Production
Clayey,19.904664493116975,4.275232932067466,5.888414139521864,1.271418337696253,Bad,Not Suitable
Loamy,15.983818653519597,1.0780598612791081,5.977663779128875,0.14266040667407445,Bad,Not Suitable
Sandy Loam,12.306497007510913,2.3931546745395047,7.953998818132421,1.7615627166281373,Bad,Not Suitable
Sandy Loam,17.804736796243347,4.053935984802488,5.609877516904502,1.2749311216923,Bad,Not Suitable
Sandy Loam,12.2281468026007,3.0341938393985792,6.0856906631968775,1.8074769751088058,Average,Glass Making
Loamy,28.835865343069823,2.3464344799111947,7.244314544070225,1.1688792613179684,Bad,Not Suitable
Clayey,27.52943864163892,1.0012920609974723,6.608496855640564,1.1379397946485357,Good,Brick Manufacturing
Clayey,19.927382737500054,4.997504971511123,5.7393248785353865,1.9621739780312637,Bad,Not Suitable
Sandy,23.193964174693114,4.268865170427746,6.116426283147437,1.2464455150601705,Bad,Not Suitable
Loamy,24.473959258480644,4.215677647804014,5.792007167296436,1.4455153896633628,Bad,Not Suitable
Sandy,16.596573638274872,2.4421720942074785,6.784112344379494,1.5011670598097375,Bad,Not Suitable
Sandy Loam,29.442627826569264,2.831114550249499,7.884815260696679,0.8803671417128445,Bad,Not Suitable
Sandy,16.20241110449595,3.546150213559378,7.91447545001682,0.18874854807837854,Bad,Not Suitable
Sandy Loam,21.889930246313778,3.274348947572947,7.161380995183067,1.7720036186408035,Bad,Not Suitable
Clayey,15.800886797667701,2.6688936691149463,7.026418607410036,1.5474571615284107,Bad,Not Suitable
Sandy Loam,18.24233994835609,2.0704901215242737,5.786300846416817,1.6223320683763618,Bad,Not Suitable
Loamy,11.782559527746075,4.802848365089014,7.119011397866129,1.0835353660031135,Good,Land Reclamation
Clayey,26.70893584555118,1.4271894771107996,6.180645296166264,0.41706097076168525,Good,Brick Manufacturing
Clayey,29.402078161625923,2.3678350905165404,6.497758847159497,1.0035806033999435,Good,Brick Manufacturing
Clayey,21.751954821274552,2.9067410304414114,7.092867927833833,1.2832455359254502,Good,Brick Manufacturing
Clayey,12.666083841940543,3.140712384969538,7.524850546460298,0.6182106968800666,Good,Biogas Production
Sandy,18.891848295768575,3.702725760338879,7.663191247558206,0.15546711152197953,Bad,Not Suitable
Loamy,21.863273875643948,4.590917677065891,5.8077082047561,0.713526874073529,Bad,Not Suitable
Clayey,18.69912139397587,3.1259891491776,7.706048674385519,0.5829542970074388,Good,Biogas Production
Sandy Loam,13.153876358490823,3.7043445316729313,5.822253563824388,1.6752365869042978,Bad,Not Suitable
Sandy Loam,20.06504691614474,3.1963281459127897,6.615056700394409,1.9020492350949432,Bad,Not Suitable
Sandy Loam,21.96345191556869,4.512109160031371,7.630045947797123,1.517937406966937,Bad,Not Suitable
Sandy,10.730828299033275,4.139565764702617,7.959617730420508,0.6765592760459644,Bad,Not Suitable
Sandy,20.17686696722841,4.113370554560587,5.8996173586545675,0.6194081212667863,Bad,Not Suitable
Clayey,17.935560921743555,1.8592391863073003,6.3441360796704,0.9212223879608541,Bad,Not Suitable
Sandy,20.280923684562147,4.083236133618167,7.806748717438262,0.703871644209181,Bad,Not Suitable
Sandy Loam,12.649425929951885,2.433177542478241,5.911152247610375,0.13465327404312322,Bad,Not Suitable
Clayey,11.899595533586096,1.9972246606477762,5.92140632657697,0.9991913907703397,Bad,Not Suitable
Clayey,12.429072071862121,4.661765915917597,7.882550638764004,0.27743975119802783,Good,Biogas Production
Loamy,25.378687814166533,2.127716421285393,5.737322214466134,1.3158797293631224,Bad,Not Suitable
Sandy Loam,21.372477534904313,4.933697601274057,7.261354777195132,0.49525944382935605,Bad,Not Suitable
Loamy,26.553814968061825,3.0575892576081505,7.434081892154231,1.3985186706346318,Good,Land Reclamation
Loamy,23.901768246841435,1.4667838346118915,6.270226405436504,0.9151999723031246,Bad,Not Suitable
Loamy,19.96796912178474,4.460623792234939,7.79744202586086,0.33074796178425925,Good,Biogas Production
Sandy,15.240410571797812,1.4709745574526183,7.7136406056669085,1.8716819543666998,Bad,Not Suitable
Loamy,29.718219340993457,2.222836294883462,7.622943442495403,1.0114637071902195,Bad,Not Suitable
Sandy,10.297810393481672,1.4537294519992439,7.300357838732903,1.5532264171569534,Bad,Not Suitable
Sandy,12.071739106916619,3.4471058295734167,6.615935141433804,1.3559086833732121,Good,Construction
Sandy Loam,16.484670401440713,4.334327977846371,7.1683562151425235,1.3058803153451997,Bad,Not Suitable
Loamy,21.399037018239085,4.148018748849469,7.979827840621984,1.9601649737392919,Good,Biogas Production
Sandy Loam,14.401336178991002,1.099065787992766,7.317630448670248,1.4686104134591167,Bad,Not Suitable
Loamy,10.90677409874914,2.2591428143901067,6.925606485857706,1.0267369522411796,Bad,Not Suitable
Loamy,15.469267194091865,1.0938422200326872,5.5555010612026585,1.7987062932681164,Bad,Not Suitable
Sandy,27.169060783787195,1.8297822472678273,7.569651385486377,0.7737157957811875,Bad,Not Suitable
Sandy,14.754331139425833,1.8051620951042744,7.759166943956666,0.2584533630853543,Bad,Not Suitable
Sandy Loam,17.840367173702198,2.0715011026958035,6.525783511642661,1.339766679166575,Bad,Not Suitable
Clayey,17.01128239077849,3.2820995755262046,6.5119900537098925,0.9231145521262828,Good,Biogas Production
Sandy,14.4055840443695,4.247296660910329,6.403276548835157,1.5084508185852017,Good,Construction
Sandy Loam,29.828403864391973,2.880416682797462,7.486997612882957,1.5082705568875734,Bad,Not Suitable
Clayey,12.758826608845169,2.4717256137603827,6.178096941146582,0.29338713560581786,Bad,Not Suitable
Loamy,28.814526071273566,3.008902574751907,5.895252362537503,0.4501391098237345,Bad,Not Suitable
Sandy,25.815066500129003,1.9560184884189735,7.392615309625648,0.12288161422165156,Bad,Not Suitable
Loamy,25.03934403674073,1.0546538353071147,7.972631645800851,1.241927686003327,Bad,Not Suitable
Sandy,24.408880599639172,3.5647621750795215,5.53728604914327,1.0006463979110374,Bad,Not Suitable
Loamy,16.85198501508067,1.4073468861239888,6.586692941303086,1.9597550604227718,Bad,Not Suitable
Sandy,28.34072305130927,2.3870526154406106,5.960239347335565,1.6465896894619914,Bad,Not Suitable
Loamy,20.273245663172823,2.3608368059853992,6.550486676358284,0.7055478976518396,Bad,Not Suitable
Sandy Loam,20.659635450429377,2.024837050146409,5.6361373567725375,0.9687479630168001,Bad,Not Suitable
Clayey,25.513652839887907,1.3766799520523532,6.975658097819336,1.7076092638426423,Good,Brick Manufacturing
Clayey,16.920726366156607,2.1838347585131697,7.317057726185476,0.9073265633664361,Bad,Not Suitable
Loamy,19.007846834077746,1.839747544486022,6.858546253502958,1.3760630709796382,Bad,Not Suitable
Sandy Loam,11.263789812094947,3.6331174999531752,6.923541009396383,0.5700826150778766,Average,Glass Making
Sandy,16.201888304079734,1.2766446589813345,6.626293938568823,1.7960156132253826,Bad,Not Suitable
Clayey,16.82360707879081,1.5248293901062215,5.8156129846747495,1.6625749329630124,Bad,Not Suitable
Loamy,14.498720002243639,3.7853783868622313,6.22895841870153,0.7727212511789707,Good,Land Reclamation
Sandy Loam,25.832100926055443,1.8331470468802173,7.222668562461589,0.278815605868612,Bad,Not Suitable
Loamy,13.37357362549338,1.5661244202695683,7.272698620302122,1.0742584750175224,Bad,Not Suitable
Sandy Loam,14.846192991977858,1.9304554655278574,7.753340381608158,0.8261751968228134,Bad,Not Suitable
Clayey,27.530272922865638,1.446470298313848,5.812596996764232,1.0002450947334973,Bad,Not Suitable
Sandy,23.365431943402065,3.790576572919738,6.278585336123742,1.346568578111981,Bad,Not Suitable
Sandy,27.462532375124724,1.4827623068129716,6.136344819683054,1.7395071448020516,Bad,Not Suitable
Sandy Loam,10.179682834070828,4.75615612059614,7.763045415744781,0.6757938975312371,Bad,Not Suitable
Clayey,15.833803210756415,4.895800384016255,6.578294053118843,1.0086829411072695,Good,Biogas Production
Sandy Loam,11.659346207203436,3.275251657370461,6.432252999375406,0.602637132972656,Average,Glass Making
Sandy,16.044991808731943,3.7812706291286546,6.47000648274239,1.2388927991038063,Bad,Not Suitable
Sandy,19.304461145096553,4.381782438473726,6.98491212785477,0.47382030478303294,Bad,Not Suitable
Clayey,11.040464265793608,1.3604798143235781,6.176629969251132,1.854368169703198,Bad,Not Suitable
Sandy,18.799726752147063,2.03040020376168,7.370010794823803,1.2100420798637965,Bad,Not Suitable
Sandy,21.63968244583366,4.447878953651305,5.524247084123879,1.6975305660329754,Bad,Not Suitable
Clayey,18.39581050809141,4.691366616778851,6.968951128302353,0.17230629117832968,Good,Biogas Production
Sandy,22.22556672758914,4.824765427820827,6.271875074220545,0.7628288770923835,Bad,Not Suitable
Loamy,27.631044743399066,3.4641651618179723,6.380719854952453,1.4246326400813116,Good,Land Reclamation
Clayey,28.9766544206261,4.16854016987592,6.271070607030411,1.6152002617979833,Good,Brick Manufacturing
Sandy Loam,28.086190028813533,1.680417612752417,7.344484429948822,0.49863152405564026,Bad,Not Suitable
Loamy,12.822563923147527,4.279725720550772,7.555329737340082,1.4471981987390339,Good,Biogas Production
Sandy Loam,23.000070802490185,3.948022702178344,7.464195880011207,1.4400645004351205,Bad,Not Suitable
Loamy,22.296039644241965,3.1899758666896023,5.900896956161679,0.7546428471191962,Bad,Not Suitable
Loamy,23.953200932001142,2.896939758366337,6.604055152771227,1.6737930735215119,Good,Land Reclamation
Sandy,16.083876090207312,2.3821318600357912,7.653062859477171,1.122505610948459,Bad,Not Suitable
Sandy,16.628014798575116,1.6970450621994577,5.798191873696212,1.7361770388576314,Bad,Not Suitable
Sandy,15.071857453891482,4.467603398292631,7.784199582331587,0.5480046654192826,Bad,Not Suitable
Loamy,13.435922932509893,3.800892550830548,6.524578225793288,1.9934699566711938,Good,Land Reclamation
Sandy Loam,22.805243203284782,4.280170503204365,7.829753112716553,1.496717635009439,Bad,Not Suitable
Sandy Loam,24.596268681028803,4.889735043258051,6.249551616570315,1.3771011208365165,Bad,Not Suitable
Clayey,20.485568038245425,3.5764666343049285,7.168903041640464,0.5960619217373053,Good,Brick Manufacturing
Clayey,28.961759370454068,2.8523100460493724,5.7896937935080866,1.6177240959067039,Bad,Not Suitable
Sandy Loam,19.81184791806883,1.0629372347800001,7.459480413865392,1.5652412753650826,Bad,Not Suitable
Loamy,10.876755589892223,2.242386219004994,6.595182026162459,1.129474347211679,Bad,Not Suitable
Sandy Loam,18.308144494627577,1.2899434864729966,7.378772524863125,0.1770547891929642,Bad,Not Suitable
Clayey,19.632350921786553,2.4569278260533514,6.595398514382749,0.5733249235117022,Bad,Not Suitable
Sandy Loam,24.828572701495247,2.3867637069722383,5.964253224161568,1.57189345632308,Bad,Not Suitable
Sandy Loam,18.99139583687036,1.6938811339625341,6.539595323587795,0.26697436543392283,Bad,Not Suitable
Sandy Loam,12.184229071959013,2.8800286798355654,6.393405154916836,1.868813037124537,Average,Glass Making
Sandy Loam,11.377417104090092,3.121045495101817,5.663057018286495,1.1327104609429106,Bad,Not Suitable
Sandy Loam,21.38776442394083,3.798247893345706,7.151165099020749,1.804700707593649,Bad,Not Suitable
Sandy Loam,26.496072883472152,2.430977807196493,6.112248336634751,0.8846614525129328,Bad,Not Suitable
Loamy,17.452633545074665,1.327559799082609,6.102792845255866,0.264069411835009,Bad,Not Suitable
Clayey,19.157245077245395,2.9723175342213817,7.462459380971525,0.9685884647563019,Bad,Not Suitable
Sandy Loam,26.608676887432534,1.8560840929801916,6.3609555414609025,0.45152870157038183,Bad,Not Suitable
Clayey,11.470957598377499,1.8472455682375668,6.790307292853523,0.6560635347105274,Bad,Not Suitable
Sandy,15.02205245215216,3.800736946594762,5.572926929694629,1.3832491516849375,Bad,Not Suitable
Loamy,29.91493818078208,1.98675997515689,7.280337137125642,1.5010541935564252,Bad,Not Suitable
Loamy,27.676633158782394,1.1514697867759027,6.262739824013659,1.5625246722359614,Bad,Not Suitable
Sandy,26.55393220163183,1.2625303988989258,7.331616479298896,0.8897480587199275,Bad,Not Suitable
Clayey,10.913521360201779,1.7960468551609585,6.142009329114603,1.1420921171319571,Bad,Not Suitable
Clayey,25.085178072356964,4.41648506998772,7.078339169805624,1.3358633794202528,Good,Brick Manufacturing
Clayey,17.059913057257535,4.082146430657204,6.511125605636538,0.8778652355134448,Good,Biogas Production
Sandy Loam,19.74142006775189,2.745427972987662,6.240240299651298,0.30458475535437113,Bad,Not Suitable
Clayey,14.859281881509776,2.922093950291212,6.750618361856798,1.6392942642858392,Bad,Not Suitable
Loamy,16.39954045526752,3.0646446171471977,6.170443132656576,0.9195201338779189,Good,Land Reclamation
Sandy Loam,14.380142222310413,1.0407984130274301,5.627320566321402,1.7824253603116442,Bad,Not Suitable
